id,team_api_id,team_long_name,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression
44557,10278,Hércules Club de Fútbol,2014-09-19 00:00:00,53,54,60,58,60,50,52
44565,8581,Levante UD,2010-02-22 00:00:00,30,30,45,40,70,30,35
44565,8581,Levante UD,2011-02-22 00:00:00,68,56,69,55,58,37,47
44565,8581,Levante UD,2012-02-22 00:00:00,53,63,55,61,52,47,52
44565,8581,Levante UD,2013-09-20 00:00:00,57,63,55,61,52,47,52
44565,8581,Levante UD,2014-09-19 00:00:00,57,63,55,61,52,47,52
44565,8581,Levante UD,2015-09-10 00:00:00,62,65,71,42,65,36,33
44569,8560,Real Sociedad,2010-02-22 00:00:00,40,30,50,40,70,45,30
44569,8560,Real Sociedad,2011-02-22 00:00:00,54,43,54,51,60,49,49
44569,8560,Real Sociedad,2012-02-22 00:00:00,24,36,60,52,59,48,53
44569,8560,Real Sociedad,2013-09-20 00:00:00,28,36,60,52,59,48,53
44569,8560,Real Sociedad,2014-09-19 00:00:00,35,36,60,52,59,48,53
44569,8560,Real Sociedad,2015-09-10 00:00:00,60,50,54,60,52,49,53
45330,7878,Granada CF,2011-02-22 00:00:00,53,52,54,59,55,54,49
45330,7878,Granada CF,2012-02-22 00:00:00,48,37,72,76,52,49,45
45330,7878,Granada CF,2013-09-20 00:00:00,52,37,72,76,52,49,45
45330,7878,Granada CF,2014-09-19 00:00:00,52,37,67,68,52,49,45
45330,7878,Granada CF,2015-09-10 00:00:00,57,59,61,63,51,48,45
45333,8370,Rayo Vallecano,2010-02-22 00:00:00,40,30,35,50,70,30,50
45333,8370,Rayo Vallecano,2011-02-22 00:00:00,53,55,44,56,61,58,52
45333,8370,Rayo Vallecano,2012-02-22 00:00:00,41,44,44,44,47,63,51
45333,8370,Rayo Vallecano,2013-09-20 00:00:00,45,44,44,44,47,63,51
45333,8370,Rayo Vallecano,2014-09-19 00:00:00,45,44,44,44,47,63,51
45333,8370,Rayo Vallecano,2015-09-10 00:00:00,29,44,44,44,47,54,52
46087,9910,RC Celta de Vigo,2010-02-22 00:00:00,35,30,45,45,70,35,30
46087,9910,RC Celta de Vigo,2011-02-22 00:00:00,43,44,53,45,60,40,41
46087,9910,RC Celta de Vigo,2012-02-22 00:00:00,53,62,59,68,52,42,52
46087,9910,RC Celta de Vigo,2013-09-20 00:00:00,53,62,59,68,52,42,52
46087,9910,RC Celta de Vigo,2014-09-19 00:00:00,53,62,59,68,52,42,52
46087,9910,RC Celta de Vigo,2015-09-10 00:00:00,55,38,41,48,50,55,55
46848,10268,Elche CF,2010-02-22 00:00:00,30,30,45,50,70,50,45
46848,10268,Elche CF,2011-02-22 00:00:00,43,39,52,43,46,40,39
46848,10268,Elche CF,2012-02-22 00:00:00,55,73,53,54,57,49,51
46848,10268,Elche CF,2013-09-20 00:00:00,55,73,53,54,57,49,51
46848,10268,Elche CF,2014-09-19 00:00:00,55,69,53,54,57,49,51
46848,10268,Elche CF,2015-09-10 00:00:00,51,48,53,54,57,49,51
47605,8372,SD Eibar,2014-09-19 00:00:00,62,52,60,55,64,37,56
47605,8372,SD Eibar,2015-09-10 00:00:00,62,52,59,55,52,37,56
47612,7869,Córdoba CF,2010-02-22 00:00:00,30,30,35,45,60,35,30
47612,7869,Córdoba CF,2011-02-22 00:00:00,39,41,40,42,46,40,38
47612,7869,Córdoba CF,2012-02-22 00:00:00,40,53,40,71,48,36,41
47612,7869,Córdoba CF,2013-09-20 00:00:00,40,53,40,71,48,36,41
47612,7869,Córdoba CF,2014-09-19 00:00:00,40,53,40,66,48,36,41
47612,7869,Córdoba CF,2015-09-10 00:00:00,53,48,55,59,57,38,39
48358,8306,UD Las Palmas,2010-02-22 00:00:00,30,30,45,40,70,35,45
48358,8306,UD Las Palmas,2011-02-22 00:00:00,54,56,67,61,59,48,56
48358,8306,UD Las Palmas,2012-02-22 00:00:00,48,44,53,42,53,53,39
48358,8306,UD Las Palmas,2013-09-20 00:00:00,48,44,53,42,53,53,39
48358,8306,UD Las Palmas,2014-09-19 00:00:00,48,44,53,42,53,53,39
48358,8306,UD Las Palmas,2015-09-10 00:00:00,48,44,53,42,53,53,39
49115,9956,Grasshopper Club Zürich,2010-02-22 00:00:00,30,50,55,70,55,40,60
49115,9956,Grasshopper Club Zürich,2011-02-22 00:00:00,67,53,55,66,63,43,48
49115,9956,Grasshopper Club Zürich,2012-02-22 00:00:00,50,54,52,54,46,36,43
49115,9956,Grasshopper Club Zürich,2013-09-20 00:00:00,50,54,52,54,46,36,43
49115,9956,Grasshopper Club Zürich,2014-09-19 00:00:00,50,54,52,54,46,36,43
49115,9956,Grasshopper Club Zürich,2015-09-10 00:00:00,50,54,52,54,46,36,43
49116,6493,AC Bellinzona,2010-02-22 00:00:00,40,50,55,65,55,45,50
49116,6493,AC Bellinzona,2011-02-22 00:00:00,47,54,55,38,55,32,50
49117,10192,BSC Young Boys,2010-02-22 00:00:00,55,55,55,70,60,55,55
49117,10192,BSC Young Boys,2011-02-22 00:00:00,60,57,65,69,68,48,49
49117,10192,BSC Young Boys,2012-02-22 00:00:00,52,69,39,70,46,44,34
49117,10192,BSC Young Boys,2013-09-20 00:00:00,52,69,39,70,46,44,34
49117,10192,BSC Young Boys,2014-09-19 00:00:00,52,64,39,66,46,44,34
49117,10192,BSC Young Boys,2015-09-10 00:00:00,52,64,39,66,46,44,34
49118,9931,FC Basel,2010-02-22 00:00:00,40,45,50,65,50,60,60
49118,9931,FC Basel,2011-02-22 00:00:00,46,40,51,54,49,38,53
49118,9931,FC Basel,2012-02-22 00:00:00,61,46,66,66,54,47,58
49118,9931,FC Basel,2013-09-20 00:00:00,61,46,66,66,54,47,58
49118,9931,FC Basel,2014-09-19 00:00:00,61,46,66,66,54,47,58
49118,9931,FC Basel,2015-09-10 00:00:00,61,46,66,66,54,47,58
49119,9930,FC Aarau,2010-02-22 00:00:00,60,50,60,65,55,50,55
49119,9930,FC Aarau,2014-09-19 00:00:00,52,56,54,63,64,47,44
49119,9930,FC Aarau,2015-09-10 00:00:00,47,54,54,63,64,47,44
49120,10179,FC Sion,2010-02-22 00:00:00,35,60,50,60,60,35,40
49120,10179,FC Sion,2011-02-22 00:00:00,47,56,67,56,54,41,43
49120,10179,FC Sion,2012-02-22 00:00:00,61,37,62,50,53,45,43
49120,10179,FC Sion,2013-09-20 00:00:00,61,37,62,50,53,45,43
49120,10179,FC Sion,2014-09-19 00:00:00,61,37,62,50,53,45,47
49120,10179,FC Sion,2015-09-10 00:00:00,61,37,62,50,53,45,47
49121,10199,FC Luzern,2010-02-22 00:00:00,45,60,45,70,60,40,45
49121,10199,FC Luzern,2011-02-22 00:00:00,48,57,63,34,64,56,45
49121,10199,FC Luzern,2012-02-22 00:00:00,46,48,51,53,55,48,47
49121,10199,FC Luzern,2013-09-20 00:00:00,46,48,51,53,55,48,47
49121,10199,FC Luzern,2014-09-19 00:00:00,63,51,54,40,66,48,53
49121,10199,FC Luzern,2015-09-10 00:00:00,63,51,54,40,66,48,53
49122,9824,FC Vaduz,2015-09-10 00:00:00,53,56,38,53,46,42,33
49123,7955,Neuchâtel Xamax,2010-02-22 00:00:00,60,45,60,70,60,50,45
49123,7955,Neuchâtel Xamax,2011-02-22 00:00:00,54,47,37,48,53,49,45
49123,7955,Neuchâtel Xamax,2012-02-22 00:00:00,49,50,39,48,34,34,31
49124,10243,FC Zürich,2010-02-22 00:00:00,45,60,45,70,50,50,55
49124,10243,FC Zürich,2011-02-22 00:00:00,48,56,49,61,55,54,49
49124,10243,FC Zürich,2012-02-22 00:00:00,62,46,50,50,54,47,43
49124,10243,FC Zürich,2013-09-20 00:00:00,62,46,50,50,54,47,43
49124,10243,FC Zürich,2014-09-19 00:00:00,62,46,47,50,54,47,43
49124,10243,FC Zürich,2015-09-10 00:00:00,62,46,47,50,54,47,43
49479,10190,FC St. Gallen,2010-02-22 00:00:00,35,60,35,55,55,50,55
49479,10190,FC St. Gallen,2011-02-22 00:00:00,47,55,47,54,56,49,55
49479,10190,FC St. Gallen,2013-09-20 00:00:00,52,48,39,39,37,40,41
49479,10190,FC St. Gallen,2014-09-19 00:00:00,52,48,39,39,37,40,41
49479,10190,FC St. Gallen,2015-09-10 00:00:00,52,48,39,39,37,40,36
49837,10191,FC Thun,2011-02-22 00:00:00,51,39,54,46,31,37,34
49837,10191,FC Thun,2012-02-22 00:00:00,58,35,67,32,66,47,45
49837,10191,FC Thun,2013-09-20 00:00:00,58,35,67,32,66,47,45
49837,10191,FC Thun,2014-09-19 00:00:00,58,35,64,36,66,47,45
49837,10191,FC Thun,2015-09-10 00:00:00,58,35,64,36,66,47,45
50201,9777,Servette FC,2010-02-22 00:00:00,30,55,45,70,60,55,60
50201,9777,Servette FC,2012-02-22 00:00:00,48,51,53,66,45,49,45
50201,9777,Servette FC,2013-09-20 00:00:00,48,51,53,66,45,49,45
50204,7730,FC Lausanne-Sports,2010-02-22 00:00:00,30,60,40,60,60,55,60
50204,7730,FC Lausanne-Sports,2012-02-22 00:00:00,37,49,52,60,48,43,43
50204,7730,FC Lausanne-Sports,2013-09-20 00:00:00,51,49,52,60,48,43,43
50204,7730,FC Lausanne-Sports,2014-09-19 00:00:00,37,49,52,60,52,46,44
